"council","fmp","type","category","comm_name","species_orig","species","family"
"WPFMC","Fishery Ecosystem Plan for the Mariana Archipelago","Ecosystem Component","Coral Reef Ecosystem MUs, potentially harvested","Wrasses
(Those species not listed as chcrt)","Labridae","Labridae",NA
"WPFMC","Fishery Ecosystem Plan for the Mariana Archipelago","Ecosystem Component","Coral Reef Ecosystem MUs, potentially harvested","Sharks","Carcharhinidae, Sphyrnidae","Carcharhinidae, Sphyrnidae",NA
"WPFMC","Fishery Ecosystem Plan for the Mariana Archipelago","Ecosystem Component","Coral Reef Ecosystem MUs, potentially harvested","Rays and skates","Dasyatididae, Myliobatidae","Dasyatididae, Myliobatidae",NA
"WPFMC","Fishery Ecosystem Plan for the Mariana Archipelago","Ecosystem Component","Coral Reef Ecosystem MUs, potentially harvested","Groupers
(Those species not listed as chcrt or bmus)","Serrandiae","Serrandiae",NA
"WPFMC","Fishery Ecosystem Plan for the Mariana Archipelago","Ecosystem Component","Coral Reef Ecosystem MUs, potentially harvested","Jacks and scads
(Those species not listed as chcrt or bmus)","Carangidae","Carangidae",NA
"WPFMC","Fishery Ecosystem Plan for the Mariana Archipelago","Ecosystem Component","Coral Reef Ecosystem MUs, potentially harvested","Solderfishes and squirrelfishes (those species not listed as chcrt)","Holocentridae","Holocentridae",NA
"WPFMC","Fishery Ecosystem Plan for the Mariana Archipelago","Ecosystem Component","Coral Reef Ecosystem MUs, potentially harvested","Goatfishes
(Those species not listed as chcrt)","Mullidae","Mullidae",NA
"WPFMC","Fishery Ecosystem Plan for the Mariana Archipelago","Ecosystem Component","Coral Reef Ecosystem MUs, potentially harvested","Surgeonfishes
(Those species not listed as chcrt)","Acanthuridae","Acanthuridae",NA
"WPFMC","Fishery Ecosystem Plan for the Mariana Archipelago","Ecosystem Component","Coral Reef Ecosystem MUs, potentially harvested","Batfishes","Ephippidae","Ephippidae",NA
"WPFMC","Fishery Ecosystem Plan for the Mariana Archipelago","Ecosystem Component","Coral Reef Ecosystem MUs, potentially harvested","Monos","Monodactylidae","Monodactylidae",NA
"WPFMC","Fishery Ecosystem Plan for the Mariana Archipelago","Ecosystem Component","Coral Reef Ecosystem MUs, potentially harvested","Sweetlips","Haemulidae","Haemulidae",NA
"WPFMC","Fishery Ecosystem Plan for the Mariana Archipelago","Ecosystem Component","Coral Reef Ecosystem MUs, potentially harvested","Remoras","Echeneidae","Echeneidae",NA
"WPFMC","Fishery Ecosystem Plan for the Mariana Archipelago","Ecosystem Component","Coral Reef Ecosystem MUs, potentially harvested","Tilefishes","Malacanthidae","Malacanthidae",NA
"WPFMC","Fishery Ecosystem Plan for the Mariana Archipelago","Ecosystem Component","Coral Reef Ecosystem MUs, potentially harvested","Emperors
(Those species not listed as chcrt)","Lethrinidae","Lethrinidae",NA
"WPFMC","Fishery Ecosystem Plan for the Mariana Archipelago","Ecosystem Component","Coral Reef Ecosystem MUs, potentially harvested","Dottybacks","Pseudochromidae","Pseudochromidae",NA
"WPFMC","Fishery Ecosystem Plan for the Mariana Archipelago","Ecosystem Component","Coral Reef Ecosystem MUs, potentially harvested","Prettyfins","Plesiopidae","Plesiopidae",NA
"WPFMC","Fishery Ecosystem Plan for the Mariana Archipelago","Ecosystem Component","Coral Reef Ecosystem MUs, potentially harvested","Eels
(Those species not listed as chcrt)","Muraenidae, Chlopsidae, Congridae, Ophichthidae","Muraenidae, Chlopsidae, Congridae, Ophichthidae",NA
"WPFMC","Fishery Ecosystem Plan for the Mariana Archipelago","Ecosystem Component","Coral Reef Ecosystem MUs, potentially harvested","Cardinalfishes","Apogonidae","Apogonidae",NA
"WPFMC","Fishery Ecosystem Plan for the Mariana Archipelago","Ecosystem Component","Coral Reef Ecosystem MUs, potentially harvested","Moorish idols","Zanclidae","Zanclidae",NA
"WPFMC","Fishery Ecosystem Plan for the Mariana Archipelago","Ecosystem Component","Coral Reef Ecosystem MUs, potentially harvested","Trumpetfish","Aulostomus chinensis","Aulostomus chinensis",NA
"WPFMC","Fishery Ecosystem Plan for the Mariana Archipelago","Ecosystem Component","Coral Reef Ecosystem MUs, potentially harvested","Cornetfish","Fistularia commersoni","Fistularia commersonii",NA
"WPFMC","Fishery Ecosystem Plan for the Mariana Archipelago","Ecosystem Component","Coral Reef Ecosystem MUs, potentially harvested","Butterfly fishes","Chaetodontidae","Chaetodontidae",NA
"WPFMC","Fishery Ecosystem Plan for the Mariana Archipelago","Ecosystem Component","Coral Reef Ecosystem MUs, potentially harvested","Angelfishes","Pomacanthidae","Pomacanthidae",NA
"WPFMC","Fishery Ecosystem Plan for the Mariana Archipelago","Ecosystem Component","Coral Reef Ecosystem MUs, potentially harvested","Damselfishes","Pomacentridae","Pomacentridae",NA
"WPFMC","Fishery Ecosystem Plan for the Mariana Archipelago","Ecosystem Component","Coral Reef Ecosystem MUs, potentially harvested","Scorpionfishes","Scorpaenidae","Scorpaenidae",NA
"WPFMC","Fishery Ecosystem Plan for the Mariana Archipelago","Ecosystem Component","Coral Reef Ecosystem MUs, potentially harvested","Coral crouchers","Caracanthidae","Caracanthidae",NA
"WPFMC","Fishery Ecosystem Plan for the Mariana Archipelago","Ecosystem Component","Coral Reef Ecosystem MUs, potentially harvested","Flashlightfishes","Anomalopidae","Anomalopidae",NA
"WPFMC","Fishery Ecosystem Plan for the Mariana Archipelago","Ecosystem Component","Coral Reef Ecosystem MUs, potentially harvested","Herrings","Clupeidae","Clupeidae",NA
"WPFMC","Fishery Ecosystem Plan for the Mariana Archipelago","Ecosystem Component","Coral Reef Ecosystem MUs, potentially harvested","Anchovies","Engraulidae","Engraulidae",NA
"WPFMC","Fishery Ecosystem Plan for the Mariana Archipelago","Ecosystem Component","Coral Reef Ecosystem MUs, potentially harvested","Gobies","Gobiidae","Gobiidae",NA
"WPFMC","Fishery Ecosystem Plan for the Mariana Archipelago","Ecosystem Component","Coral Reef Ecosystem MUs, potentially harvested","Blennies","Blenniidae","Blenniidae",NA
"WPFMC","Fishery Ecosystem Plan for the Mariana Archipelago","Ecosystem Component","Coral Reef Ecosystem MUs, potentially harvested","Barracudas
(Those species not listed as chcrt)","Sphyraenidae","Sphyraenidae",NA
"WPFMC","Fishery Ecosystem Plan for the Mariana Archipelago","Ecosystem Component","Coral Reef Ecosystem MUs, potentially harvested","Snappers
(Those species not listed as chcrt or bmus)","Lutjanidae","Lutjanidae",NA
"WPFMC","Fishery Ecosystem Plan for the Mariana Archipelago","Ecosystem Component","Coral Reef Ecosystem MUs, potentially harvested","Trigger fishes
(Those species not listed as chcrt)","Balistidae","Balistidae",NA
"WPFMC","Fishery Ecosystem Plan for the Mariana Archipelago","Ecosystem Component","Coral Reef Ecosystem MUs, potentially harvested","Rabbitfishes
(Those species not listed as chcrt)","Siganidae","Siganidae",NA
"WPFMC","Fishery Ecosystem Plan for the Mariana Archipelago","Ecosystem Component","Coral Reef Ecosystem MUs, potentially harvested","Sandperches","Pinguipedidae","Pinguipedidae",NA
"WPFMC","Fishery Ecosystem Plan for the Mariana Archipelago","Ecosystem Component","Coral Reef Ecosystem MUs, potentially harvested","Dog tooth tuna","Gymnosarda unicolor","Gymnosarda unicolor",NA
"WPFMC","Fishery Ecosystem Plan for the Mariana Archipelago","Ecosystem Component","Coral Reef Ecosystem MUs, potentially harvested","Rudderfishes
(Those species not listed as chcrt)","Kyphosidae","Kyphosidae",NA
"WPFMC","Fishery Ecosystem Plan for the Mariana Archipelago","Ecosystem Component","Coral Reef Ecosystem MUs, potentially harvested","Flounders and soles","Bothidae, Soleidae","Bothidae, Soleidae",NA
"WPFMC","Fishery Ecosystem Plan for the Mariana Archipelago","Ecosystem Component","Coral Reef Ecosystem MUs, potentially harvested","Trunkfishes","Ostraciidae","Ostraciidae",NA
"WPFMC","Fishery Ecosystem Plan for the Mariana Archipelago","Ecosystem Component","Coral Reef Ecosystem MUs, potentially harvested","Fusiliers","Caesionidae","Caesionidae",NA
"WPFMC","Fishery Ecosystem Plan for the Mariana Archipelago","Ecosystem Component","Coral Reef Ecosystem MUs, potentially harvested","Hawkfishes","Cirrhitidae","Cirrhitidae",NA
"WPFMC","Fishery Ecosystem Plan for the Mariana Archipelago","Ecosystem Component","Coral Reef Ecosystem MUs, potentially harvested","Frogfishes","Antennariidae","Antennariidae",NA
"WPFMC","Fishery Ecosystem Plan for the Mariana Archipelago","Ecosystem Component","Coral Reef Ecosystem MUs, potentially harvested","Pipefishes and seahorses","Syngnathidae","Syngnathidae",NA
"WPFMC","Fishery Ecosystem Plan for the Mariana Archipelago","Ecosystem Component","Coral Reef Ecosystem MUs, potentially harvested","Puffer fishes and porcupine fishes","Tetradontidae","Tetradontidae",NA
"WPFMC","Fishery Ecosystem Plan for the Mariana Archipelago","Ecosystem Component","Coral Reef Ecosystem MUs, potentially harvested","Blue corals","Heliopora","Heliopora",NA
"WPFMC","Fishery Ecosystem Plan for the Mariana Archipelago","Ecosystem Component","Coral Reef Ecosystem MUs, potentially harvested","Organpipe corals","Tubipora","Tubipora",NA
"WPFMC","Fishery Ecosystem Plan for the Mariana Archipelago","Ecosystem Component","Coral Reef Ecosystem MUs, potentially harvested","Ahermatypic corals","Azooxanthellates","Azooxanthellates",NA
"WPFMC","Fishery Ecosystem Plan for the Mariana Archipelago","Ecosystem Component","Coral Reef Ecosystem MUs, potentially harvested","Sea cucumbers and sea urchins","Echinoderms","Echinoderms",NA
"WPFMC","Fishery Ecosystem Plan for the Mariana Archipelago","Ecosystem Component","Coral Reef Ecosystem MUs, potentially harvested","(Those species not listed as chcrt)","Mollusca","Mollusca",NA
"WPFMC","Fishery Ecosystem Plan for the Mariana Archipelago","Ecosystem Component","Coral Reef Ecosystem MUs, potentially harvested","Sea snails","Gastropoda","Gastropoda",NA
"WPFMC","Fishery Ecosystem Plan for the Mariana Archipelago","Ecosystem Component","Coral Reef Ecosystem MUs, potentially harvested","Trochus spp.","Trochus spp.","Trochus spp.",NA
"WPFMC","Fishery Ecosystem Plan for the Mariana Archipelago","Ecosystem Component","Coral Reef Ecosystem MUs, potentially harvested","Sea slugs","Opistobranchs","Opistobranchs",NA
"WPFMC","Fishery Ecosystem Plan for the Mariana Archipelago","Ecosystem Component","Coral Reef Ecosystem MUs, potentially harvested","Black lipped pearl oyster","Pinctada margaritifera","Pinctada margaritifera",NA
"WPFMC","Fishery Ecosystem Plan for the Mariana Archipelago","Ecosystem Component","Coral Reef Ecosystem MUs, potentially harvested","Giant clam","Tridacnidae","Tridacnidae",NA
"WPFMC","Fishery Ecosystem Plan for the Mariana Archipelago","Ecosystem Component","Coral Reef Ecosystem MUs, potentially harvested","Other clams","Other bivalves","Other bivalves",NA
"WPFMC","Fishery Ecosystem Plan for the Mariana Archipelago","Ecosystem Component","Coral Reef Ecosystem MUs, potentially harvested","Mushroom corals","Fungiidae","Fungiidae",NA
"WPFMC","Fishery Ecosystem Plan for the Mariana Archipelago","Ecosystem Component","Coral Reef Ecosystem MUs, potentially harvested","Small and large coral polyps","Fungiidae","Fungiidae",NA
"WPFMC","Fishery Ecosystem Plan for the Mariana Archipelago","Ecosystem Component","Coral Reef Ecosystem MUs, potentially harvested","Fire corals","Millepora","Millepora",NA
"WPFMC","Fishery Ecosystem Plan for the Mariana Archipelago","Ecosystem Component","Coral Reef Ecosystem MUs, potentially harvested","Soft corals and gorgonians","Millepora","Millepora",NA
"WPFMC","Fishery Ecosystem Plan for the Mariana Archipelago","Ecosystem Component","Coral Reef Ecosystem MUs, potentially harvested","Anemones","Actinaria","Actinaria",NA
"WPFMC","Fishery Ecosystem Plan for the Mariana Archipelago","Ecosystem Component","Coral Reef Ecosystem MUs, potentially harvested","Soft zoanthid corals","Zoanthinaria","Zoanthinaria",NA
"WPFMC","Fishery Ecosystem Plan for the Mariana Archipelago","Ecosystem Component","Coral Reef Ecosystem MUs, potentially harvested","Hydrozoans and bryzoans","Hydrozoans, Bryzoans","Hydrozoans, Bryzoans",NA
"WPFMC","Fishery Ecosystem Plan for the Mariana Archipelago","Ecosystem Component","Coral Reef Ecosystem MUs, potentially harvested","Sea squirts","Tunicates","Tunicates",NA
"WPFMC","Fishery Ecosystem Plan for the Mariana Archipelago","Ecosystem Component","Coral Reef Ecosystem MUs, potentially harvested","Sponges","Porifera","Porifera",NA
"WPFMC","Fishery Ecosystem Plan for the Mariana Archipelago","Ecosystem Component","Coral Reef Ecosystem MUs, potentially harvested","Octopi","Cephalopods","Cephalopods",NA
"WPFMC","Fishery Ecosystem Plan for the Mariana Archipelago","Ecosystem Component","Coral Reef Ecosystem MUs, potentially harvested","Lobsters, shrimps/mantis shrimps, true crabs and hermit crabs
(Those species not listed as cmus)","Crustaceans","Crustaceans",NA
"WPFMC","Fishery Ecosystem Plan for the Mariana Archipelago","Ecosystem Component","Coral Reef Ecosystem MUs, potentially harvested","Lace corals","Stylasteridae","Stylasteridae",NA
"WPFMC","Fishery Ecosystem Plan for the Mariana Archipelago","Ecosystem Component","Coral Reef Ecosystem MUs, potentially harvested","Hydroid corals","Solanderidae","Solanderidae",NA
"WPFMC","Fishery Ecosystem Plan for the Mariana Archipelago","Ecosystem Component","Coral Reef Ecosystem MUs, potentially harvested","Seaweed","Algae","Algae",NA
"WPFMC","Fishery Ecosystem Plan for the Mariana Archipelago","Ecosystem Component","Coral Reef Ecosystem MUs, potentially harvested","Segmented worms","Annelids","Annelids",NA
"WPFMC","Fishery Ecosystem Plan for the Mariana Archipelago","Ecosystem Component","Coral Reef Ecosystem MUs, potentially harvested","Live rock","Live rock","Live rock",NA
