0,Species,genus,devPA,devBiom,Region,RCP,Uncert.,Shift,sd_shift,%Hab.,sd_hab
1520,sicyonia,dorsalis,0.45,0.88,GMEX,85,low,139.1,97.3,-47.8,39.2
1521,siliqua,alta,0.44,0.97,EBS,26,low,21.5,19.3,-26,28.4
1522,siliqua,alta,0.44,0.97,EBS,85,high,95,132.6,-87.8,14.4
1523,solaster,endeca,0.23,0.79,East_canada,26,medium,127.6,110.8,-16.5,36.6
1524,solaster,endeca,0.23,0.79,East_canada,85,high,294.1,272.7,-72.8,20.6
1525,sphoeroides,dorsalis,0.44,0.95,SEUS,26,medium,51.7,58,385,442.1
1526,sphoeroides,dorsalis,0.44,0.95,SEUS,85,low,234.5,109.7,9517.5,8929.8
1527,sphoeroides,dorsalis,0.44,0.95,GMEX,26,low,24.2,20,52.2,47.8
1528,sphoeroides,dorsalis,0.44,0.95,GMEX,85,medium,58,44.1,263.2,149
1529,sphoeroides,maculatus,0.43,0.84,SEUS,26,medium,166.3,196.3,-13.7,21.9
1530,sphoeroides,maculatus,0.43,0.84,SEUS,85,low,770,232.8,180.9,390.5
1531,sphoeroides,parvus,0.44,0.87,GMEX,26,medium,1,1.2,24.7,44.5
1532,sphoeroides,parvus,0.44,0.87,GMEX,85,medium,2.5,2.9,-24.2,57
1533,sphoeroides,spengleri,0.43,0.97,SEUS,26,high,48.6,74.9,283.3,244.1
1534,sphoeroides,spengleri,0.43,0.97,SEUS,85,low,353.2,171.2,5945.9,6731.5
1535,sphoeroides,spengleri,0.43,0.97,GMEX,26,medium,25.3,25.2,111.5,89.6
1536,sphoeroides,spengleri,0.43,0.97,GMEX,85,low,111.1,55,576.9,311.7
1537,sphyraena,borealis,0.43,0.9,SEUS,26,low,12.2,6.5,44.9,31.9
1538,sphyraena,borealis,0.43,0.9,SEUS,85,low,57.5,26.3,253.7,119.8
1539,sphyraena,borealis,0.43,0.9,GMEX,26,low,16.9,13.1,8.6,7.5
1540,sphyraena,borealis,0.43,0.9,GMEX,85,low,36.8,25.3,7.4,16.2
1541,sphyraena,guachancho,0.33,0.96,SEUS,26,medium,19.7,15.8,88.1,70.1
1542,sphyraena,guachancho,0.33,0.96,SEUS,85,low,72.1,33.8,828.2,461
1543,sphyraena,guachancho,0.33,0.96,GMEX,26,medium,32.9,33.2,53.7,38.5
1544,sphyraena,guachancho,0.33,0.96,GMEX,85,low,78.1,53.7,196,91.1
1545,sphyrna,tiburo,0.49,0.98,SEUS,26,low,18.3,13.7,35.8,29.9
1546,sphyrna,tiburo,0.49,0.98,SEUS,85,medium,82.3,94.3,127,114.5
1547,sphyrna,tiburo,0.49,0.98,GMEX,26,medium,19.7,15.4,-15.4,11.2
1548,sphyrna,tiburo,0.49,0.98,GMEX,85,medium,47.2,32.3,-60.1,15
1549,spirontocaris,lilljeborgi,0.26,0.8,East_canada,26,low,116.4,67.6,-10.3,16.1
1550,spirontocaris,lilljeborgi,0.26,0.8,East_canada,85,low,285.5,133.9,-52.7,41.6
1551,spirontocaris,spinus,0.51,0.84,East_canada,26,low,141.4,87.3,-19.5,26.1
1552,spirontocaris,spinus,0.51,0.84,East_canada,85,medium,273.9,118.3,-74.3,28.2
1553,squalus,acanthias,0.41,0.91,East_canada,26,low,96.4,71.5,2.6,8.1
1554,squalus,acanthias,0.41,0.91,East_canada,85,low,483.5,212.7,-31.6,24.4
1555,squalus,acanthias,0.3,0.23,GOA,26,low,501.4,374.8,199.7,585
1556,squalus,acanthias,0.3,0.23,GOA,85,medium,1397.9,380.2,432.1,284.1
1557,squalus,suckleyi,0.38,0.63,West_USA,26,low,194.2,153.5,34.8,19.7
1558,squalus,suckleyi,0.38,0.63,West_USA,85,medium,646,355.1,139.4,153.8
1559,squatina,dumeril,0.31,0.94,SEUS,26,low,33.9,27.5,9,25.1
1560,squatina,dumeril,0.31,0.94,SEUS,85,low,65.4,45.3,87.9,43.1
1561,squatina,dumeril,0.31,0.94,GMEX,26,medium,41,36.8,-15.4,15
1562,squatina,dumeril,0.31,0.94,GMEX,85,medium,127.8,79.2,-76.7,16.3
1563,squilla,chydaea,0.45,0.91,GMEX,26,medium,43.7,47.2,64.8,70.4
1564,squilla,chydaea,0.45,0.91,GMEX,85,low,145,96.4,256.3,235.7
1565,squilla,empusa,0.44,0.95,SEUS,26,low,52.1,44.5,189.9,191.7
1566,squilla,empusa,0.44,0.95,SEUS,85,low,122.7,64.3,2853.2,2201
1567,squilla,empusa,0.44,0.95,GMEX,26,low,17.5,13.5,32.1,27.2
1568,squilla,empusa,0.44,0.95,GMEX,85,low,55.2,19.5,131.2,68.3
1569,stegophiura,ponderosa,0.31,0.82,GOA,26,low,278.9,232.5,13.1,23.2
1570,stegophiura,ponderosa,0.31,0.82,GOA,85,medium,900.9,436.8,64.7,43.4
1571,steindachneria,argentea,0.53,0.9,GMEX,26,medium,9.7,6.3,54.1,44.6
1572,steindachneria,argentea,0.53,0.9,GMEX,85,high,15,8.8,580.6,303.2
1573,stellifer,lanceolatus,0.43,0.97,SEUS,26,low,16.3,14.3,48,43.6
1574,stellifer,lanceolatus,0.43,0.97,SEUS,85,low,89.4,52.8,247.7,180.8
1575,stellifer,lanceolatus,0.43,0.97,GMEX,26,high,20.6,11.7,0.2,9.2
1576,stellifer,lanceolatus,0.43,0.97,GMEX,85,high,69.3,68.7,-47.9,27.2
1577,stenobrachius,leucopsarus,0.19,0.83,West_USA,26,medium,218.8,206.8,22.5,18.9
1578,stenobrachius,leucopsarus,0.19,0.83,West_USA,85,low,1124.1,274.8,81.6,34.9
1579,stenocionops,furus,0.37,0.91,GMEX,26,medium,40.6,35.7,136,136.9
1580,stenocionops,furus,0.37,0.91,GMEX,85,medium,98.4,80,986.5,807.7
1581,stenorhynchus,seticornis,0.36,0.98,SEUS,26,low,111.3,101.9,245,284.8
1582,stenorhynchus,seticornis,0.36,0.98,SEUS,85,medium,324.3,207.3,3430,3304
1583,stenorhynchus,seticornis,0.36,0.98,GMEX,26,medium,38.2,44.7,16.6,22.2
1584,stenorhynchus,seticornis,0.36,0.98,GMEX,85,medium,149.3,94.4,-18.5,44
1585,stenotomus,caprinus,0.67,0.89,GMEX,26,high,14.8,22.6,-2.8,26
1586,stenotomus,caprinus,0.67,0.89,GMEX,85,medium,34.9,44.2,-72.9,20.5
1587,stenotomus,chrysops,0.5,0.75,NEUS,26,medium,183.8,203.2,43,100.2
1588,stenotomus,chrysops,0.5,0.75,NEUS,85,high,338.8,433.2,950.4,928.9
1589,stephanolepis,hispidus,0.34,0.89,SEUS,26,low,15.9,12.9,73.9,58.9
1590,stephanolepis,hispidus,0.34,0.89,SEUS,85,low,48.1,19.7,637.7,306.9
1591,stephanolepis,hispidus,0.34,0.89,GMEX,26,low,9.2,6.8,25.7,19.7
1592,stephanolepis,hispidus,0.34,0.89,GMEX,85,medium,12.7,8.4,174.3,56.3
1593,stereomastis,sculpta,0.61,0.89,East_canada,26,low,132.5,72.8,3,13.5
1594,stereomastis,sculpta,0.61,0.89,East_canada,85,low,365.8,129.8,-16.9,26.5
1595,stomias,ferox,0.62,85,East_canada,26,medium,139.3,115.6,4.3,14.3
1596,stomias,ferox,0.62,85,East_canada,85,low,410.9,140.6,-12.6,32.4
1597,stomolophus,meleagris,0.58,0.94,SEUS,26,medium,22.1,16.4,122.5,128.8
1598,stomolophus,meleagris,0.58,0.94,SEUS,85,medium,91.9,95.9,2586.9,3021.9
1599,stomolophus,meleagris,0.58,0.94,GMEX,26,medium,43.8,31.5,61.3,65.2
1600,stomolophus,meleagris,0.58,0.94,GMEX,85,high,145.1,152.7,1317,1393.6
1601,stomphia,coccinea,0.17,0.89,EBS,26,medium,49.7,39.2,-46.5,51
1602,stomphia,coccinea,0.17,0.89,EBS,85,low,109.2,49.1,-98.7,2.9
1603,strongylocentrotus,droebachiensis,0.34,0.81,East_canada,26,medium,173.3,162.5,-1.6,120.9
1604,strongylocentrotus,droebachiensis,0.34,0.81,East_canada,85,medium,872.6,462.4,-80.3,26.8
1605,strongylocentrotus,fragilis,0.32,0.3,GOA,26,low,144.2,90.2,17.9,15.5
1606,strongylocentrotus,fragilis,0.32,0.3,GOA,85,low,461.3,140.5,85.2,30.3
1607,strongylocentrotus,polyacanthus,0.27,0.94,EBS,26,low,95.8,51.5,-30.6,51.2
1608,strongylocentrotus,polyacanthus,0.27,0.94,EBS,85,low,235.7,86,-89.6,18.9
1609,styela,rustica,0.33,0.88,EBS,26,medium,96.1,92.9,-40.8,53.8
1610,styela,rustica,0.33,0.88,EBS,85,low,225.2,89.1,-97,7.3
1611,stylasterias,forreri,0.23,0.86,West_USA,26,low,327.9,245.1,27.1,36.5
1612,stylasterias,forreri,0.23,0.86,West_USA,85,low,1347.2,300,108.2,76.3
1613,syacium,gunteri,0.52,0.88,SEUS,26,high,20,34.9,262.3,303.8
1614,syacium,gunteri,0.52,0.88,SEUS,85,low,239.5,148.9,2072.8,1481.9
1615,syacium,gunteri,0.52,0.88,GMEX,26,low,1.7,1.3,25.7,38.1
1616,syacium,gunteri,0.52,0.88,GMEX,85,low,2.7,1.5,61.6,234.1
1617,syacium,papillosum,0.43,0.95,SEUS,26,medium,23.9,14.5,95.9,71.4
1618,syacium,papillosum,0.43,0.95,SEUS,85,low,90.3,34.4,674.4,418.2
1619,syacium,papillosum,0.43,0.95,GMEX,26,medium,15.6,12.4,19.4,17.7
1620,syacium,papillosum,0.43,0.95,GMEX,85,medium,48.6,38.4,5.5,32.8
1621,symphurus,civitatum,0.24,0.91,SEUS,26,medium,15,19.9,228.6,207.2
1622,symphurus,civitatum,0.24,0.91,SEUS,85,low,98.7,52.3,3200,1901.5
1623,symphurus,civitatum,0.24,0.91,GMEX,26,high,29.6,30.3,127,123.3
1624,symphurus,civitatum,0.24,0.91,GMEX,85,medium,43.1,48,1362.1,984.8
1625,symphurus,diomedeanus,0.29,0.89,SEUS,26,high,41,55.5,231.4,294.7
1626,symphurus,diomedeanus,0.29,0.89,SEUS,85,low,220.2,118.5,3240.6,2272.3
1627,symphurus,diomedeanus,0.29,0.89,GMEX,26,high,36,29.7,96.9,86.6
1628,symphurus,diomedeanus,0.29,0.89,GMEX,85,high,50.2,58.6,934.9,538.5
1629,symphurus,plagiusa,0.3,0.96,SEUS,26,low,12.2,9.6,4.6,6.8
1630,symphurus,plagiusa,0.3,0.96,SEUS,85,low,68.5,48.5,4.7,12.2
1631,symphurus,plagiusa,0.3,0.96,GMEX,26,high,16.2,13.8,-5.3,7.6
1632,symphurus,plagiusa,0.3,0.96,GMEX,85,medium,71.2,62.6,-63,16.8
1633,synaphobranchus,kaupii,0.71,0.88,East_canada,26,medium,164.3,127.2,7,13.6
1634,synaphobranchus,kaupii,0.71,0.88,East_canada,85,low,475.8,156.2,-17.1,34.2
1635,syngnathus,fuscus,0.25,0.61,SEUS,26,low,69.3,48.8,53.1,65
1636,syngnathus,fuscus,0.25,0.61,SEUS,85,low,322.1,185.7,2286.5,2349
1637,syngnathus,fuscus,0.25,0.61,GMEX,26,high,9.9,7.7,58.6,63.4
1638,syngnathus,fuscus,0.25,0.61,GMEX,85,medium,23.6,14.9,2484.8,1889.4
1639,synodus,foetens,0.58,0.96,SEUS,26,low,16.3,15,-4.5,8.4
1640,synodus,foetens,0.58,0.96,SEUS,85,medium,144.9,125.4,5,23.9
1641,synodus,foetens,0.58,0.96,GMEX,26,medium,16.9,11.5,-9.1,9
1642,synodus,foetens,0.58,0.96,GMEX,85,medium,75.1,51.8,-59.3,17.7
1643,synodus,intermedius,0.52,0.9,SEUS,26,high,27.3,39.3,837,1276.8
1644,synodus,intermedius,0.52,0.9,SEUS,85,medium,294.7,188.6,26651.7,35323.1
1645,synodus,intermedius,0.52,0.9,GMEX,26,medium,22.2,22.1,89.4,96.8
1646,synodus,intermedius,0.52,0.9,GMEX,85,low,87.5,49.2,391,390.1
1647,synodus,poeyi,0.4,85,SEUS,26,high,21.1,39.4,224.7,247.3
1648,synodus,poeyi,0.4,85,SEUS,85,low,298.6,169.1,1441.1,1296.7
1649,synodus,poeyi,0.4,85,GMEX,26,high,11.6,22.1,31.4,60.2
1650,synodus,poeyi,0.4,85,GMEX,85,medium,53.6,65.8,-39.9,79.6
1651,tactostoma,macropus,0.36,0.97,GOA,26,medium,277.5,252.3,2.3,18.3
1652,tactostoma,macropus,0.36,0.97,GOA,85,medium,1314.8,362.4,83.9,50.3
1653,talismania,bifura,0.42,85,West_USA,26,medium,285.4,269.2,23.7,56.3
1654,talismania,bifura,0.42,85,West_USA,85,medium,1091.9,510.2,456,313.9
1655,tautogolabrus,adspersus,0.26,0.86,NEUS,26,medium,110.8,103.4,-14.1,28
1656,tautogolabrus,adspersus,0.26,0.86,NEUS,85,medium,471.8,280.9,-68.2,29.5
1657,tellina,lutea,0.39,0.95,EBS,26,low,58.4,38.2,-34,57.1
1658,tellina,lutea,0.39,0.95,EBS,85,high,232.5,211.4,-96.7,6
1659,telmessus,cheiragonus,0.56,0.97,EBS,26,high,68.5,55.6,23.7,248.2
1660,telmessus,cheiragonus,0.56,0.97,EBS,85,high,266.2,230.4,-99.8,0.7
1661,terebratalia,transversa,0.25,0.77,GOA,26,medium,247.9,239.6,62.3,71.6
1662,terebratalia,transversa,0.25,0.77,GOA,85,medium,793.9,220.4,81.5,131.2
1663,tethyaster,grandis,0.32,0.9,GMEX,26,high,34,25.4,29.6,30.5
1664,tethyaster,grandis,0.32,0.9,GMEX,85,medium,83.5,72.6,67.4,70.4
1665,thaleichthys,pacificus,0.31,0.2,GOA,26,low,314.8,234.7,19.3,21.8
1666,thaleichthys,pacificus,0.31,0.2,GOA,85,low,1010.6,160,64.9,35.1
1667,theragra,chalcogramma,0.55,0.27,EBS,26,low,68.5,55.5,-6.5,6.9
1668,theragra,chalcogramma,0.55,0.27,EBS,85,low,176.8,90.5,-44.3,21.8
1669,thrissacanthias,penicillatus,0.53,0.9,West_USA,26,medium,193.9,167.6,19.9,41.3
1670,thrissacanthias,penicillatus,0.53,0.9,West_USA,85,high,621.3,333.7,112.6,113.3
1671,torpedo,californica,0.35,0.92,West_USA,26,low,207,124.1,47.7,29.2
1672,torpedo,californica,0.35,0.92,West_USA,85,low,858.4,323.1,219.6,132.6
1673,trachinocephalus,myops,0.47,0.91,SEUS,26,low,37.8,29.8,218.3,197.5
1674,trachinocephalus,myops,0.47,0.91,SEUS,85,low,82.3,46.4,3676.5,2174.9
1675,trachinocephalus,myops,0.47,0.91,GMEX,26,medium,15.9,15.4,50.8,43.9
1676,trachinocephalus,myops,0.47,0.91,GMEX,85,low,45.7,25.5,317.8,130.3
1677,trachinotus,carolinus,0.39,0.99,SEUS,26,low,12.2,8.6,29.8,24.4
1678,trachinotus,carolinus,0.39,0.99,SEUS,85,medium,123,93.8,93.6,49.6
1679,trachinotus,carolinus,0.39,0.99,GMEX,26,medium,27.2,27.9,0.3,9.2
1680,trachinotus,carolinus,0.39,0.99,GMEX,85,medium,117.5,77.1,-58.1,20.1
1681,trachurus,lathami,0.39,0.93,SEUS,26,medium,24,13.7,52.6,39.2
1682,trachurus,lathami,0.39,0.93,SEUS,85,low,101.2,50.7,317.2,192.7
1683,trachurus,lathami,0.39,0.93,GMEX,26,medium,43,42.8,-9.6,13.4
1684,trachurus,lathami,0.39,0.93,GMEX,85,low,153.3,101,-69,19.9
1685,trachurus,symmetricus,0.32,0.91,GOA,26,low,376.7,282.6,23.8,19
1686,trachurus,symmetricus,0.32,0.91,GOA,85,low,1462.9,281.7,102,62.4
1687,trichiurus,lepturus,0.41,0.94,SEUS,26,medium,11.5,9.3,13.1,16.5
1688,trichiurus,lepturus,0.41,0.94,SEUS,85,medium,80.1,76.6,113,82.4
1689,trichiurus,lepturus,0.41,0.94,GMEX,26,low,32.1,25.3,22.9,23
1690,trichiurus,lepturus,0.41,0.94,GMEX,85,low,83.8,38.5,301.2,148.7
1691,trichodon,trichodon,0.31,0.86,EBS,26,medium,84.5,65.5,73.5,126.2
1692,trichodon,trichodon,0.31,0.86,EBS,85,low,279.6,139.1,161.8,320
1693,trichopsetta,ventralis,0.55,0.91,GMEX,26,medium,0.3,0.4,37.7,60.5
1694,trichopsetta,ventralis,0.55,0.91,GMEX,85,medium,0.8,1.3,-3.6,100.6
1695,triglops,forfius,0.26,0.93,EBS,26,low,85.8,59.5,-38.1,47.8
1696,triglops,forfius,0.26,0.93,EBS,85,low,255.9,73.5,-95.3,9.4
1697,triglops,macellus,0.12,0.12,GOA,26,low,97.9,61.5,4.7,8.7
1698,triglops,macellus,0.12,0.12,GOA,85,low,377.3,77.2,10.3,19.1
1699,triglops,murrayi,0.35,0.77,East_canada,26,low,95.4,77,30.3,66.6
1700,triglops,murrayi,0.35,0.77,East_canada,85,medium,438.8,273.7,16.7,90.5
1701,triglops,pingelii,0.25,0.95,EBS,26,low,65.1,46.2,-35.2,53.1
1702,triglops,pingelii,0.25,0.95,EBS,85,low,161.8,51,-96.6,6.3
1703,triglops,scepticus,0.43,0.92,EBS,26,low,151.4,79.4,-50.4,47
1704,triglops,scepticus,0.43,0.92,EBS,85,low,499.4,139.2,-98.6,3.3
1705,trinectes,maculatus,0.43,0.95,SEUS,26,low,23.1,17.2,2.9,5.4
1706,trinectes,maculatus,0.43,0.95,SEUS,85,high,510.3,468.9,82.8,163.3
1707,trinectes,maculatus,0.43,0.95,GMEX,26,low,25.7,20.3,-22.8,13.9
1708,trinectes,maculatus,0.43,0.95,GMEX,85,medium,67,49.4,-76.5,8.9
1709,tritonia,diomedea,0.29,0.09,EBS,26,medium,20.6,10.7,3.6,4.2
1710,tritonia,diomedea,0.29,0.09,EBS,85,medium,47.1,33.7,13.5,9.7
1711,ulvaria,subbifura,0.16,0.76,East_canada,26,medium,88.6,67.9,-5,15.8
1712,ulvaria,subbifura,0.16,0.76,East_canada,85,medium,492.7,318.6,-45.3,33.2
1713,upeneus,parvus,0.5,0.97,SEUS,26,high,12,8.2,26.9,35.7
1714,upeneus,parvus,0.5,0.97,SEUS,85,low,108.5,73,18.9,70.5
1715,upeneus,parvus,0.5,0.97,GMEX,26,low,26.4,23.3,-19.8,12.6
1716,upeneus,parvus,0.5,0.97,GMEX,85,medium,57.9,33.2,-43.3,13.2
1717,urophycis,chuss,0.41,0.78,East_canada,26,high,330.1,254.7,-25.3,36.1
1718,urophycis,chuss,0.41,0.78,East_canada,85,high,745.1,401.6,-67.7,23.4
1719,urophycis,cirrata,0.5,0.92,GMEX,26,medium,44.9,45.3,3.5,16.5
1720,urophycis,cirrata,0.5,0.92,GMEX,85,low,116.5,83.2,-27.6,26.9
1721,urophycis,floridana,0.49,0.98,SEUS,26,low,26.3,21.4,44.9,29.4
1722,urophycis,floridana,0.49,0.98,SEUS,85,high,157.5,190.5,109.5,105.3
1723,urophycis,floridana,0.49,0.98,GMEX,26,low,28.5,22.3,-16.1,10.3
1724,urophycis,floridana,0.49,0.98,GMEX,85,medium,77,41.9,-61.3,12.6
1725,urophycis,regia,0.46,0.78,SEUS,26,medium,129.2,114.1,30.1,31.7
1726,urophycis,regia,0.46,0.78,SEUS,85,low,662.2,230.1,218.7,105
1727,urophycis,regia,0.46,0.78,GMEX,26,low,39.5,24.1,-8.5,6.4
1728,urophycis,regia,0.46,0.78,GMEX,85,low,99.7,38,-28.4,7.3
1729,urophycis,tenuis,0.45,0.93,East_canada,26,low,149.4,92.8,12.4,12.7
1730,urophycis,tenuis,0.45,0.93,East_canada,85,low,563.6,238.7,7.7,29.6
1731,urticina,crassicornis,0.19,0.23,GOA,26,low,167.5,112.2,37.1,30
1732,urticina,crassicornis,0.19,0.23,GOA,85,low,510.3,150.5,169.7,60.8
1733,vampyroteuthis,infernalis,0.44,0.95,GOA,26,medium,362.6,400.9,16.6,35.5
1734,vampyroteuthis,infernalis,0.44,0.95,GOA,85,low,1630.7,561.1,230.8,104.8
1735,volutopsius,fragilis,0.26,0.89,EBS,26,medium,72.8,58.7,-29.3,59.4
1736,volutopsius,fragilis,0.26,0.89,EBS,85,medium,195.6,81.1,-96.3,8.7
1737,volutopsius,middendorffii,0.29,0.98,EBS,26,low,51.8,35.5,-33.3,35.3
1738,volutopsius,middendorffii,0.29,0.98,EBS,85,low,180.6,93.4,-87,22.5
1739,xiphopenaeus,kroyeri,0.32,0.95,SEUS,26,medium,17.3,17.7,91.7,93.6
1740,xiphopenaeus,kroyeri,0.32,0.95,SEUS,85,medium,64.8,45.6,1296.2,1107.6
1741,xiphopenaeus,kroyeri,0.32,0.95,GMEX,26,high,28.9,15.3,29.1,28.3
1742,xiphopenaeus,kroyeri,0.32,0.95,GMEX,85,medium,60.1,28.6,192.3,147.2
1743,zalembius,rosaceus,0.53,0.91,West_USA,26,low,240,151.9,72.1,60.1
1744,zalembius,rosaceus,0.53,0.91,West_USA,85,low,964.3,307.1,358.3,194.8
1745,zaniolepis,frenata,0.54,0.98,West_USA,26,low,272.6,202.3,52.7,40.8
1746,zaniolepis,frenata,0.54,0.98,West_USA,85,low,1216.3,392.6,270.2,124.3
1747,zaniolepis,latipinnis,0.52,0.94,West_USA,26,low,153,117.1,58.6,49.3
1748,zaniolepis,latipinnis,0.52,0.94,West_USA,85,low,626.8,304,406.8,333.9
1749,zaprora,silenus,0.24,0.76,EBS,26,low,183.7,134,-3.2,19.3
1750,zaprora,silenus,0.24,0.76,EBS,85,low,597.1,182.7,-51.7,55.7
1751,zenopsis,conchifera,0.4,0.71,East_canada,26,high,89,108.9,1.70E+06,3.90E+06
1752,zenopsis,conchifera,0.4,0.71,East_canada,85,high,177.3,181,2.60E+09,7.00E+09
1753,zenopsis,conchifera,0.4,0.71,GMEX,26,medium,0.6,0.6,-66.8,22.8
1754,zenopsis,conchifera,0.4,0.71,GMEX,85,high,1.5,2,-99.8,0.1
1755,zoarces,americanus,0.31,0.82,East_canada,26,medium,77.8,45,-6.4,24.2
1756,zoarces,americanus,0.31,0.82,East_canada,85,high,263.4,92.2,-59.2,27.2
,,,,,,,,,,,
